Date,Group,TopicType,Url,Title,PageViews,PVMoM,Visitors,Engagement,Flags,BounceRate,ClickThroughRate,CopyTryScrollRate,ExitRate,HelpfulRating,Ratings,Verbatims,Drilldown,Trends,Freshness,MSUpdateCycleDays,LastPublished,LastReviewed,OrganicSearchReferrals,OrganicSearchRate,DirectTrafficRate,MicrosoftTrafficRate,ExternalTrafficRate,SocialMediaTrafficRate,CopyRate,TryRate,ScrollRate,FirstPublished,MSAuthor,IsHistorical,RedirectUrl,PlatformId,CSAs
August 2025,Concepts,how-to,https://learn.microsoft.com/en-us/azure/ai-services/content-safety/how-to/containers/image-container,Analyze image container - Azure AI Content Safety - Azure AI services,28,33.3%,15,L,3,17.9%,7.1%,53.3%,7.1%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-68c0b7c9-4576-bde6-7e2c-e04dd38728bc&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-68c0b7c9-4576-bde6-7e2c-e04dd38728bc&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,181-270 days,90,2025-02-21,2025-02-21,6,21.4%,60.7%,17.9%,0.0%,0.0%,0%,0%,53%,9/24/2024,pafarley,No,,68c0b7c9-4576-bde6-7e2c-e04dd38728bc,"[""data-ai""]"
August 2025,Concepts,how-to,https://learn.microsoft.com/en-us/azure/ai-services/language-service/conversational-language-understanding/how-to/fail-over,Back up and recover your conversational language understanding models - Azure AI services,112,7.7%,74,L,3,25.0%,9.8%,66.2%,42.0%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-a30a0e49-43d4-3e71-3f95-d8bd24bc23e9&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-a30a0e49-43d4-3e71-3f95-d8bd24bc23e9&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,0-90 days,180,2025-07-01,2025-06-30,6,5.4%,34.8%,37.5%,22.3%,0.0%,1%,0%,66%,8/28/2024,lajanuar,No,,a30a0e49-43d4-3e71-3f95-d8bd24bc23e9,"[""data-ai""]"
August 2025,Concepts,tutorial,https://learn.microsoft.com/en-us/azure/ai-services/luis/tutorial/build-decomposable-application,Build a decomposable LUIS application - Azure AI services,64,-21.0%,52,L,3,28.1%,21.9%,59.6%,46.9%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-adcc5c2a-c623-347b-6330-d828e7451cc6&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-adcc5c2a-c623-347b-6330-d828e7451cc6&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,0-90 days,365,2025-06-13,2025-06-12,6,9.4%,32.8%,53.1%,4.7%,0.0%,0%,0%,60%,8/28/2024,lajanuar,No,,adcc5c2a-c623-347b-6330-d828e7451cc6,"[""data-ai""]"
August 2025,Concepts,article,https://learn.microsoft.com/en-us/azure/ai-foundry/responsible-ai/language-service/custom-text-classification-characteristics-and-limitations,Characteristics and limitations for using custom text classification - Azure AI services,18,-37.9%,16,H,1,22.2%,55.6%,75.0%,27.8%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-7bc15fe9-e696-b376-2ca5-cbb3b7409687&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-7bc15fe9-e696-b376-2ca5-cbb3b7409687&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,> 365 days,90,2025-08-17,2023-04-26,6,33.3%,16.7%,50.0%,0.0%,0.0%,6%,0%,75%,6/24/2025,lajanuar,No,,7bc15fe9-e696-b376-2ca5-cbb3b7409687,"[""data-ai""]"
August 2025,Concepts,conceptual,https://learn.microsoft.com/en-us/azure/ai-foundry/openai/concepts/content-filter-configurability,Content Filter Configurability,363,-27.5%,261,H,0,8.8%,46.6%,82.4%,28.9%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-13638cf6-244a-f75a-a384-fcd4125389f1&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-13638cf6-244a-f75a-a384-fcd4125389f1&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,91-180 days,90,2025-07-02,2025-05-07,6,1.7%,17.9%,78.2%,2.2%,0.0%,6%,0%,82%,7/2/2025,pafarley,No,,13638cf6-244a-f75a-a384-fcd4125389f1,
August 2025,Concepts,how-to,https://learn.microsoft.com/en-us/azure/ai-services/translator/custom-translator/how-to/copy-model,Copy an Azure Custom Translator model - Azure AI services,61,19.6%,37,L,3,26.2%,24.6%,56.8%,14.8%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-d1f2b7fc-4597-8b49-247e-0f25b1b99da7&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-d1f2b7fc-4597-8b49-247e-0f25b1b99da7&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,91-180 days,180,2025-05-19,2025-05-19,6,9.8%,41.0%,36.1%,13.1%,0.0%,0%,0%,57%,8/28/2024,lajanuar,No,,d1f2b7fc-4597-8b49-247e-0f25b1b99da7,"[""data-ai""]"
August 2025,Concepts,conceptual,https://learn.microsoft.com/en-us/azure/ai-services/language-service/custom-named-entity-recognition/service-limits,Custom Named Entity Recognition (NER) service limits - Azure AI services,43,-8.5%,30,L,3,25.6%,20.9%,60.0%,16.3%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-0bfd002a-1c07-d039-ef2c-6aaf35dbb29f&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-0bfd002a-1c07-d039-ef2c-6aaf35dbb29f&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,0-90 days,180,2025-07-01,2025-06-30,6,14.0%,39.5%,41.9%,4.7%,0.0%,0%,0%,60%,8/28/2024,lajanuar,No,,0bfd002a-1c07-d039-ef2c-6aaf35dbb29f,"[""data-ai""]"
August 2025,Concepts,conceptual,https://learn.microsoft.com/en-us/azure/ai-services/qnamaker/concepts/data-sources-and-content,Data sources and content types - QnA Maker - Azure AI services,114,-6.6%,90,L,2,11.4%,20.2%,73.3%,28.9%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-f1a5a475-524f-e4bf-f979-34d0eb32d55e&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-f1a5a475-524f-e4bf-f979-34d0eb32d55e&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,0-90 days,365,2025-07-20,2025-07-16,6,5.3%,55.3%,19.3%,20.2%,0.0%,1%,0%,73%,8/28/2024,lajanuar,No,,f1a5a475-524f-e4bf-f979-34d0eb32d55e,"[""data-ai""]"
August 2025,Concepts,how-to,https://learn.microsoft.com/en-us/azure/ai-services/luis/how-to/entities,How to use entities in LUIS - Azure AI services,68,51.1%,47,L,3,25.0%,23.5%,55.3%,27.9%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-d3efb807-ff58-bf36-f89b-dda8c2fc148a&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-d3efb807-ff58-bf36-f89b-dda8c2fc148a&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,0-90 days,365,2025-06-13,2025-06-12,6,8.8%,63.2%,27.9%,0.0%,0.0%,0%,0%,55%,8/28/2024,lajanuar,No,,d3efb807-ff58-bf36-f89b-dda8c2fc148a,"[""data-ai""]"
August 2025,Concepts,conceptual,https://learn.microsoft.com/en-us/azure/ai-services/language-service/custom-text-classification/language-support,Language support in custom text classification - Azure AI services,73,-18.0%,57,L,2,20.5%,38.4%,52.6%,13.7%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-1c4ba8ef-1f6d-fe22-2a48-28742bb9bb0e&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-1c4ba8ef-1f6d-fe22-2a48-28742bb9bb0e&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,0-90 days,180,2025-07-01,2025-06-30,6,8.2%,24.7%,63.0%,4.1%,0.0%,2%,0%,53%,8/28/2024,lajanuar,No,,1c4ba8ef-1f6d-fe22-2a48-28742bb9bb0e,"[""data-ai""]"
August 2025,Concepts,how-to,https://learn.microsoft.com/en-us/azure/ai-services/speech-service/migrate-2024-11-15,Migrate code from v3.2 to version 2024-11-15 - Speech service - Azure AI services,154,-30.3%,105,L,2,15.6%,31.8%,67.6%,14.9%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-1264949f-62ed-a2a5-8a21-47a5b07b1dcb&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-1264949f-62ed-a2a5-8a21-47a5b07b1dcb&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,0-90 days,180,2025-08-20,2025-08-07,6,3.9%,30.5%,63.0%,2.6%,0.0%,11%,0%,68%,11/12/2024,pafarley,No,,1264949f-62ed-a2a5-8a21-47a5b07b1dcb,"[""data-ai""]"
August 2025,Concepts,how-to,https://learn.microsoft.com/en-us/azure/ai-services/language-service/question-answering/how-to/migrate-qnamaker-to-question-answering,Migrate from QnA Maker to custom question answering - Azure AI services,227,24.7%,126,L,2,26.0%,27.8%,73.8%,31.3%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-ab94e257-9048-600e-dfd4-4e4c7194aeb6&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-ab94e257-9048-600e-dfd4-4e4c7194aeb6&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,91-180 days,180,2025-06-05,2025-06-04,6,2.6%,36.6%,22.9%,37.9%,0.0%,2%,0%,74%,8/28/2024,lajanuar,No,,ab94e257-9048-600e-dfd4-4e4c7194aeb6,"[""data-ai""]"
August 2025,Concepts,how-to,https://learn.microsoft.com/en-us/azure/ai-services/language-service/question-answering/how-to/migrate-qnamaker,Migrate QnA Maker knowledge bases to custom question answering - Azure AI services,223,12.6%,116,L,2,18.8%,26.9%,73.3%,25.6%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-186415eb-13b3-1a4b-8a5f-84e40c43e6a3&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-186415eb-13b3-1a4b-8a5f-84e40c43e6a3&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,91-180 days,180,2025-06-05,2025-06-04,6,2.7%,24.7%,69.5%,3.1%,0.0%,6%,0%,72%,8/28/2024,lajanuar,No,,186415eb-13b3-1a4b-8a5f-84e40c43e6a3,"[""data-ai""]"
August 2025,Concepts,how-to,https://learn.microsoft.com/en-us/azure/ai-services/translator/custom-translator/how-to/publish-model,Publish an Azure AI Custom Translator model - Azure AI services,101,71.2%,84,L,2,30.7%,32.7%,59.5%,10.9%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-fb8dfcf3-c71e-2be8-05bc-90b1c1470359&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-fb8dfcf3-c71e-2be8-05bc-90b1c1470359&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,91-180 days,180,2025-05-19,2025-05-19,6,5.9%,53.5%,40.6%,0.0%,0.0%,0%,0%,60%,8/28/2024,lajanuar,No,,fb8dfcf3-c71e-2be8-05bc-90b1c1470359,"[""data-ai""]"
August 2025,Concepts,quickstart,https://learn.microsoft.com/en-us/azure/ai-services/qnamaker/quickstarts/quickstart-sdk,Quickstart: Use SDK to create and manage knowledge base - QnA Maker - Azure AI services,52,-48.0%,41,L,3,19.2%,23.1%,61.0%,21.2%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-b4898eab-1af9-3c7f-1dce-c6c2a72c6291&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-b4898eab-1af9-3c7f-1dce-c6c2a72c6291&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,0-90 days,365,2025-06-13,2025-06-12,6,11.5%,55.8%,25.0%,7.7%,0.0%,2%,0%,61%,8/28/2024,lajanuar,No,,b4898eab-1af9-3c7f-1dce-c6c2a72c6291,"[""data-ai""]"
August 2025,Concepts,conceptual,https://learn.microsoft.com/en-us/azure/ai-services/qnamaker/concepts/azure-resources,Azure resources - QnA Maker - Azure AI services,57,7.5%,42,L,3,24.6%,24.6%,59.5%,28.1%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-edf157e6-9719-1085-9921-23218263aa40&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-edf157e6-9719-1085-9921-23218263aa40&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,0-90 days,365,2025-07-20,2025-07-16,5,8.8%,68.4%,22.8%,0.0%,0.0%,2%,0%,60%,8/28/2024,lajanuar,No,,edf157e6-9719-1085-9921-23218263aa40,"[""data-ai""]"
August 2025,Concepts,how-to,https://learn.microsoft.com/en-us/azure/ai-services/speech-service/speech-container-batch-processing,Batch processing kit for Speech containers - Azure AI services,51,27.5%,32,L,3,29.4%,15.7%,37.5%,19.6%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-d47f7481-27f9-6ee8-b09f-f21f16c6531e&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-d47f7481-27f9-6ee8-b09f-f21f16c6531e&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,0-90 days,180,2025-08-20,2025-07-01,5,9.8%,58.8%,29.4%,2.0%,0.0%,3%,0%,38%,8/28/2024,pafarley,No,,d47f7481-27f9-6ee8-b09f-f21f16c6531e,"[""data-ai""]"
August 2025,Concepts,article,https://learn.microsoft.com/en-us/azure/ai-foundry/responsible-ai/luis/characteristics-and-limitations,Characteristics and limitations for LUIS - Azure AI services,11,-31.3%,10,L,2,27.3%,27.3%,70.0%,45.5%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-da881463-0b5d-4048-3e90-9433664c71bf&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-da881463-0b5d-4048-3e90-9433664c71bf&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,> 365 days,90,2025-08-17,2024-02-08,5,45.5%,36.4%,18.2%,0.0%,0.0%,0%,0%,70%,6/24/2025,lajanuar,No,,da881463-0b5d-4048-3e90-9433664c71bf,"[""data-ai""]"
August 2025,Concepts,best-practice,https://learn.microsoft.com/en-us/azure/ai-services/language-service/conversational-language-understanding/concepts/app-architecture,Choose conversational language understanding or orchestration workflow - Azure AI services,47,-30.9%,38,L,2,29.8%,38.3%,63.2%,14.9%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-32d23ffb-1f70-83c8-e6a4-2170e5b376fb&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-32d23ffb-1f70-83c8-e6a4-2170e5b376fb&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,0-90 days,180,2025-07-01,2025-06-30,5,10.6%,23.4%,53.2%,12.8%,0.0%,3%,0%,63%,8/28/2024,lajanuar,No,,32d23ffb-1f70-83c8-e6a4-2170e5b376fb,"[""data-ai""]"
August 2025,Concepts,how-to,https://learn.microsoft.com/en-us/azure/ai-services/translator/containers/configuration,Configure containers - Azure AI Translator - Azure AI services,76,-26.9%,53,L,2,23.7%,35.5%,58.5%,19.7%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-2f234992-af9d-7d1e-1b87-56562310857b&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-2f234992-af9d-7d1e-1b87-56562310857b&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,0-90 days,180,2025-07-22,2025-07-22,5,6.6%,44.7%,48.7%,0.0%,0.0%,4%,0%,59%,8/28/2024,lajanuar,No,,2f234992-af9d-7d1e-1b87-56562310857b,"[""data-ai""]"
August 2025,Concepts,how-to,https://learn.microsoft.com/en-us/azure/ai-services/qnamaker/how-to/configure-qna-maker-resources,Configure QnA Maker service - QnA Maker - Azure AI services,22,46.7%,17,L,3,27.3%,13.6%,58.8%,22.7%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-36095893-4f83-9eea-c928-e3bc006b9904&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-36095893-4f83-9eea-c928-e3bc006b9904&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,0-90 days,365,2025-07-20,2025-07-16,5,22.7%,54.5%,22.7%,0.0%,0.0%,6%,0%,59%,8/28/2024,lajanuar,No,,36095893-4f83-9eea-c928-e3bc006b9904,"[""data-ai""]"
August 2025,Concepts,how-to,https://learn.microsoft.com/en-us/azure/ai-services/language-service/question-answering/how-to/configure-azure-resources,Configure the custom question answering service for fine-tune models - Azure AI services,205,206.0%,134,L,3,15.6%,24.9%,69.4%,33.2%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-643ed6ee-cd37-00f0-19b7-3a80fb13f778&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-643ed6ee-cd37-00f0-19b7-3a80fb13f778&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,0-90 days,180,2025-07-09,2025-06-24,5,2.4%,7.3%,85.9%,4.4%,0.0%,2%,0%,69%,6/30/2025,lajanuar,No,,643ed6ee-cd37-00f0-19b7-3a80fb13f778,"[""data-ai""]"
August 2025,Concepts,how-to,https://learn.microsoft.com/en-us/azure/ai-services/translator/custom-translator/azure-ai-foundry/how-to/create-language-pair,Create an Azure AI Foundry custom translation language pair - Azure AI services,96,7.9%,53,H,0,11.5%,55.2%,90.6%,16.7%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-90a6416f-5c4a-2e86-13be-023a3d9d8cff&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-90a6416f-5c4a-2e86-13be-023a3d9d8cff&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,91-180 days,180,2025-05-19,2025-05-19,5,5.2%,2.1%,91.7%,1.0%,0.0%,2%,0%,91%,5/19/2025,lajanuar,No,,90a6416f-5c4a-2e86-13be-023a3d9d8cff,"[""data-ai""]"
August 2025,Concepts,how-to,https://learn.microsoft.com/en-us/azure/ai-services/translator/custom-translator/azure-ai-foundry/how-to/create-project,Create an Azure AI Foundry fine-tuning project - custom translation - Azure AI services,118,-15.1%,61,H,0,4.2%,64.4%,91.8%,10.2%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-b9d6fed1-4126-c178-5f11-430ec4a10819&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-b9d6fed1-4126-c178-5f11-430ec4a10819&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,91-180 days,180,2025-06-03,2025-05-19,5,4.2%,5.9%,87.3%,2.5%,0.0%,5%,0%,92%,5/19/2025,lajanuar,No,,b9d6fed1-4126-c178-5f11-430ec4a10819,"[""data-ai""]"
August 2025,Concepts,tutorial,https://learn.microsoft.com/en-us/azure/ai-services/language-service/question-answering/tutorials/multiple-languages,Create projects in multiple languages - custom question answering - Azure AI services,26,-7.1%,20,L,2,15.4%,38.5%,65.0%,19.2%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-739d26e8-b86d-e7db-0dd6-b1c0d84cf81c&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-739d26e8-b86d-e7db-0dd6-b1c0d84cf81c&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,0-90 days,180,2025-07-01,2025-06-21,5,19.2%,46.2%,34.6%,0.0%,0.0%,0%,0%,65%,8/28/2024,lajanuar,No,,739d26e8-b86d-e7db-0dd6-b1c0d84cf81c,"[""data-ai""]"
August 2025,Concepts,article,https://learn.microsoft.com/en-us/azure/ai-foundry/responsible-ai/speech-service/speaker-recognition/data-privacy-speaker-recognition,Data and privacy for Speaker Recognition - Azure AI services,50,66.7%,38,H,1,14.0%,40.0%,73.7%,22.0%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-c7c9301f-5fc3-f98d-0323-74323db9be9b&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-c7c9301f-5fc3-f98d-0323-74323db9be9b&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,> 365 days,90,2025-08-17,2021-10-08,5,10.0%,20.0%,56.0%,14.0%,0.0%,3%,0%,74%,6/24/2025,pafarley,No,,c7c9301f-5fc3-f98d-0323-74323db9be9b,"[""data-ai""]"
August 2025,Concepts,article,https://learn.microsoft.com/en-us/azure/ai-foundry/responsible-ai/speech-service/text-to-speech/concepts-disclosure-guidelines,Disclosure design guidelines for synthetic voices - Azure AI services,49,-14.0%,38,L,3,26.5%,16.3%,55.3%,20.4%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-2d0cd9e5-202f-5134-ec70-2d9429417c12&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-2d0cd9e5-202f-5134-ec70-2d9429417c12&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,> 365 days,90,2025-08-17,2019-12-03,5,10.2%,28.6%,49.0%,12.2%,0.0%,3%,0%,55%,6/24/2025,pafarley,No,,2d0cd9e5-202f-5134-ec70-2d9429417c12,"[""data-ai""]"
